0;92.3
1;92.5
0;92.6
1;92.8
0;92.9
0;93.2
1;93.5
0;93.6
1;93.9
0;94.2
1;94.4
0;94.6
1;94.6
0;94.8
1;95.0
0;95.3
1;95.6
0;95.7
1;95.8
0;96.0
1;96.1
0;96.2
1;96.3
0;96.4
1;96.5
0;96.7
1;96.8
0;96.9
1;97.0
0;97.1
1;97.2
0;97.3
1;97.4
0;97.5
1;97.7
0;97.7
1;97.9
0;98.0
1;98.2
0;98.6
1;98.7
0;98.8
1;99.0
0;99.0
1;99.2
0;99.3
1;99.4
0;99.5
1;99.7
0;99.8
1;99.9
0;100.0
1;100.1
0;100.2
1;100.4
0;100.4
1;100.6
0;100.7
1;100.8
0;100.9
1;101.1
0;101.2
1;101.3
0;101.4
1;101.5
0;101.6
1;102.0
1;102.5
1;103.0
1;103.5
0;103.9
0;104.3
0;105.0
0;105.4
1;106.0
0;106.5
1;107.0
0;107.5
1;108.0
0;108.6
1;109.0
0;109.5
1;109.6
0;110.0
1;110.1
0;110.3
1;110.5
0;110.7
1;110.9
0;111.1
1;111.2
1;111.4
0;111.7
1;111.8
0;112.0
1;112.1
0;112.3
1;112.4
0;112.7
0;112.9
0;113.1
1;113.3
0;113.5
1;114.0
1;114.4
0;114.7
1;114.8
0;115.0
1;115.1
0;115.3
1;115.4
0;115.6
1;115.7
0;115.8
1;116.0
0;116.3
1;116.8
0;117.2
1;118.1
0;118.6
1;119.1
0;119.7
1;120.2
0;120.7
1;121.2
0;122.3
1;122.8
0;123.3
1;123.9
0;124.4
1;124.9
0;125.4
1;126.0
1;126.6
0;126.8
1;126.9
0;127.0
1;127.0
0;127.2
1;127.3
0;127.5
1;127.6
0;127.7
1;127.8
0;127.9
1;128.0
0;128.2
1;128.3
0;128.4
1;128.6
1;128.9
1;129.2
1;129.4
0;129.6
1;129.8
0;130.0
1;130.1
0;130.4
1;130.5
0;130.7
1;130.8
0;131.1
1;131.5
0;131.6
1;131.9
0;132.2
1;132.4
0;132.5
1;132.8
0;132.9
1;133.1
0;133.3
1;133.5
0;133.6
1;133.9
0;134.0
1;134.5
1;134.7
1;134.9
1;135.0
0;135.2
1;135.3
0;135.4
1;135.5
0;135.7
1;135.8
0;135.9
1;136.0
0;136.2
1;136.3
0;136.4
1;136.5
0;136.7
1;136.8
0;136.9
1;137.0
0;137.2
1;137.3
0;137.4
1;137.6
0;137.7
1;137.8
0;138.0
1;138.1
0;138.2
1;138.4
0;138.5
1;138.6
0;138.7
1;138.9
0;139.2
0;139.7
0;140.0
0;140.5
1;141.1
1;141.6
1;142.2
1;143.2
0;143.4
1;143.5
0;143.6
1;143.7
0;143.8
1;143.9
0;144.0
1;144.1
0;144.3
1;144.4
0;144.5
1;144.6
0;144.7
1;144.9
0;145.0
1;145.1
0;145.2
1;145.4
0;145.5
1;145.6
0;145.7
1;145.9
0;146.0
1;146.2
0;146.3
1;146.4
0;146.6
1;147.7
1;148.2
0;148.6
1;149.1
0;149.6
1;150.1
0;150.6
1;151.2
0;152.2
0;152.6
0;153.1
0;153.7
0;154.2
0;154.7
1;155.9
1;156.4
1;156.9
1;157.4
1;157.9
1;158.5
1;159.1
1;160.0
0;160.2
1;160.4
0;160.6
1;160.9
0;161.2
0;161.6
0;161.8
1;162.1
0;162.4
1;162.8
